,date,home_team,score,away_team
390,22-10-2022,Milan,4 - 1,Monza
391,31-10-2022,Monza,1 - 2,Bologna
392,06-11-2022,Monza,2 - 0,Verona
393,10-11-2022,Lazio,1 - 0,Monza
394,13-11-2022,Monza,3 - 0,Salernitana
395,04-01-2023,Fiorentina,1 - 1,Monza
396,07-01-2023,Monza,2 - 2,Inter
397,14-01-2023,Cremonese,2 - 3,Monza
398,22-01-2023,Monza,1 - 1,Sassuolo
399,29-01-2023,Juventus,0 - 2,Monza
400,06-02-2023,Monza,2 - 2,Sampdoria
401,12-02-2023,Bologna,0 - 1,Monza
402,18-02-2023,Monza,0 - 1,Milan
403,26-02-2023,Salernitana,3 - 0,Monza
404,04-03-2023,Monza,2 - 1,Empoli
405,12-03-2023,Verona,1 - 1,Monza
406,18-03-2023,Monza,1 - 1,Cremonese
407,02-04-2023,Monza,0 - 2,Lazio
408,08-04-2023,Udinese,2 - 2,Monza
409,15-04-2023,Inter,0 - 1,Monza
410,23-04-2023,Monza,3 - 2,Fiorentina
411,28-04-2023,Spezia,0 - 2,Monza
412,03-05-2023,Monza,1 - 1,Roma
413,07-05-2023,Torino,1 - 1,Monza
414,14-05-2023,Monza,2 - 0,Napoli
415,19-05-2023,Sassuolo,1 - 2,Monza
416,28-05-2023,Monza,0 - 1,Lecce
417,04-06-2023,Atalanta,5 - 2,Monza
418,15-08-2022,Verona,2 - 5,Napoli
419,21-08-2022,Napoli,4 - 0,Monza
420,28-08-2022,Fiorentina,0 - 0,Napoli
421,31-08-2022,Napoli,1 - 1,Lecce
422,03-09-2022,Lazio,1 - 2,Napoli
423,10-09-2022,Napoli,1 - 0,Spezia
424,18-09-2022,Milan,1 - 2,Napoli
425,01-10-2022,Napoli,3 - 1,Torino
426,09-10-2022,Cremonese,1 - 4,Napoli
427,16-10-2022,Napoli,3 - 2,Bologna
428,23-10-2022,Roma,0 - 1,Napoli
429,29-10-2022,Napoli,4 - 0,Sassuolo
430,05-11-2022,Atalanta,1 - 2,Napoli
431,08-11-2022,Napoli,2 - 0,Empoli
432,12-11-2022,Napoli,3 - 2,Udinese
433,04-01-2023,Inter,1 - 0,Napoli
434,08-01-2023,Sampdoria,0 - 2,Napoli
435,13-01-2023,Napoli,5 - 1,Juventus
436,21-01-2023,Salernitana,0 - 2,Napoli
437,29-01-2023,Napoli,2 - 1,Roma
438,05-02-2023,Spezia,0 - 3,Napoli
439,12-02-2023,Napoli,3 - 0,Cremonese
440,17-02-2023,Sassuolo,0 - 2,Napoli
441,25-02-2023,Empoli,0 - 2,Napoli
442,03-03-2023,Napoli,0 - 1,Lazio
443,11-03-2023,Napoli,2 - 0,Atalanta
444,19-03-2023,Torino,0 - 4,Napoli
445,02-04-2023,Napoli,0 - 4,Milan
446,07-04-2023,Lecce,1 - 2,Napoli
447,15-04-2023,Napoli,0 - 0,Verona
448,23-04-2023,Juventus,0 - 1,Napoli
449,30-04-2023,Napoli,1 - 1,Salernitana
450,04-05-2023,Udinese,1 - 1,Napoli
451,07-05-2023,Napoli,1 - 0,Fiorentina
452,14-05-2023,Monza,2 - 0,Napoli
453,21-05-2023,Napoli,3 - 1,Inter
454,28-05-2023,Bologna,2 - 2,Napoli
455,04-06-2023,Napoli,2 - 0,Sampdoria
456,14-08-2022,Salernitana,0 - 1,Roma
457,22-08-2022,Roma,1 - 0,Cremonese
458,27-08-2022,Juventus,1 - 1,Roma
459,30-08-2022,Roma,3 - 0,Monza
460,04-09-2022,Udinese,4 - 0,Roma
461,12-09-2022,Empoli,1 - 2,Roma
462,18-09-2022,Roma,0 - 1,Atalanta
463,01-10-2022,Inter,1 - 2,Roma
464,09-10-2022,Roma,2 - 1,Lecce
465,17-10-2022,Sampdoria,0 - 1,Roma
466,23-10-2022,Roma,0 - 1,Napoli
467,31-10-2022,Verona,1 - 3,Roma
468,06-11-2022,Roma,0 - 1,Lazio
469,09-11-2022,Sassuolo,1 - 1,Roma
470,13-11-2022,Roma,1 - 1,Torino
471,04-01-2023,Roma,1 - 0,Bologna
472,08-01-2023,Milan,2 - 2,Roma
473,15-01-2023,Roma,2 - 0,Fiorentina
474,22-01-2023,Spezia,0 - 2,Roma
475,29-01-2023,Napoli,2 - 1,Roma
476,04-02-2023,Roma,2 - 0,Empoli
477,11-02-2023,Lecce,1 - 1,Roma
478,19-02-2023,Roma,1 - 0,Verona
479,28-02-2023,Cremonese,2 - 1,Roma
480,05-03-2023,Roma,1 - 0,Juventus
481,12-03-2023,Roma,3 - 4,Sassuolo
482,19-03-2023,Lazio,1 - 0,Roma
483,02-04-2023,Roma,3 - 0,Sampdoria
484,08-04-2023,Torino,0 - 1,Roma
485,16-04-2023,Roma,3 - 0,Udinese
486,24-04-2023,Atalanta,3 - 1,Roma
487,29-04-2023,Roma,1 - 1,Milan
488,03-05-2023,Monza,1 - 1,Roma
489,06-05-2023,Roma,0 - 2,Inter
490,14-05-2023,Bologna,0 - 0,Roma
491,22-05-2023,Roma,2 - 2,Salernitana
492,27-05-2023,Fiorentina,2 - 1,Roma
493,04-06-2023,Roma,2 - 1,Spezia
494,14-08-2022,Salernitana,0 - 1,Roma
495,20-08-2022,Udinese,0 - 0,Salernitana
496,28-08-2022,Salernitana,4 - 0,Sampdoria
497,01-09-2022,Bologna,1 - 1,Salernitana
498,05-09-2022,Salernitana,2 - 2,Empoli
499,11-09-2022,Juventus,2 - 2,Salernitana
500,16-09-2022,Salernitana,1 - 2,Lecce
501,02-10-2022,Sassuolo,5 - 0,Salernitana
502,09-10-2022,Salernitana,2 - 1,Verona
503,16-10-2022,Inter,2 - 0,Salernitana
504,22-10-2022,Salernitana,1 - 0,Spezia
505,30-10-2022,Lazio,1 - 3,Salernitana
506,05-11-2022,Salernitana,2 - 2,Cremonese
507,09-11-2022,Fiorentina,2 - 1,Salernitana
508,13-11-2022,Monza,3 - 0,Salernitana
509,04-01-2023,Salernitana,1 - 2,Milan
510,08-01-2023,Salernitana,1 - 1,Torino
511,15-01-2023,Atalanta,8 - 2,Salernitana
512,21-01-2023,Salernitana,0 - 2,Napoli
513,27-01-2023,Lecce,1 - 2,Salernitana
514,07-02-2023,Salernitana,0 - 3,Juventus
515,13-02-2023,Verona,1 - 0,Salernitana
516,19-02-2023,Salernitana,0 - 2,Lazio
517,26-02-2023,Salernitana,3 - 0,Monza
518,05-03-2023,Sampdoria,0 - 0,Salernitana
519,13-03-2023,Milan,1 - 1,Salernitana
520,18-03-2023,Salernitana,2 - 2,Bologna
521,02-04-2023,Spezia,1 - 1,Salernitana
522,07-04-2023,Salernitana,1 - 1,Inter
523,16-04-2023,Torino,1 - 1,Salernitana
524,22-04-2023,Salernitana,3 - 0,Sassuolo
525,30-04-2023,Napoli,1 - 1,Salernitana
526,03-05-2023,Salernitana,3 - 3,Fiorentina
527,08-05-2023,Empoli,2 - 1,Salernitana
528,13-05-2023,Salernitana,1 - 0,Atalanta
529,22-05-2023,Roma,2 - 2,Salernitana
530,27-05-2023,Salernitana,3 - 2,Udinese
531,03-06-2023,Cremonese,2 - 0,Salernitana
532,13-08-2022,Sampdoria,0 - 2,Atalanta
533,22-08-2022,Sampdoria,0 - 0,Juventus
534,28-08-2022,Salernitana,4 - 0,Sampdoria
535,31-08-2022,Sampdoria,1 - 1,Lazio
536,04-09-2022,Verona,2 - 1,Sampdoria
537,10-09-2022,Sampdoria,1 - 2,Milan
538,17-09-2022,Spezia,2 - 1,Sampdoria
539,02-10-2022,Sampdoria,0 - 3,Monza
540,08-10-2022,Bologna,1 - 1,Sampdoria
541,17-10-2022,Sampdoria,0 - 1,Roma
542,24-10-2022,Cremonese,0 - 1,Sampdoria
543,29-10-2022,Inter,3 - 0,Sampdoria
544,06-11-2022,Sampdoria,0 - 2,Fiorentina
545,09-11-2022,Torino,2 - 0,Sampdoria
546,12-11-2022,Sampdoria,0 - 2,Lecce
547,04-01-2023,Sassuolo,1 - 2,Sampdoria
548,08-01-2023,Sampdoria,0 - 2,Napoli
549,16-01-2023,Empoli,1 - 0,Sampdoria
550,22-01-2023,Sampdoria,0 - 1,Udinese
